TRANSACTIONID,ACCOUNTID,ACCOUNTTYPEID,CUSTOMERID,CUSTOMERTYPEID,PRODUCTID,PRODUCTCATEGORYID,PROFITCENTERID,VERSION,DATE,VALUE
259,FPA1/022,INC,USCU_L01,Z2,MZ-FG-C990,CR,US10_PCC1L,Actual,20200501,196392
260,FPA1/022,INC,USCU_L01,Z2,MZ-FG-C990,CR,US10_PCC1L,Actual,20200601,110220
261,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180401,192159
262,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180501,29337
263,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180601,45472
264,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180701,74321
265,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180801,209273
266,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180901,148642
267,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20181001,109037
268,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20181101,56718
269,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20181201,34226
270,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190101,29826
271,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190201,242033
272,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190301,171623
273,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190401,238272
274,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190501,36377
275,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190601,56385
276,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190701,92156
277,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190801,259492
278,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190901,184312
279,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20191001,135202
280,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20191101,70329
281,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20191201,42440
282,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200101,36983
283,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200201,300114
284,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200301,212808
285,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200401,352044
286,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200501,53340
287,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200601,89789
288,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180401,1434982
289,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180501,288916
290,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180601,143149
291,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180701,539427
292,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180801,350017
293,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180901,651153
294,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20181001,647662
295,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20181101,130929
296,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20181201,195520
297,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190101,170207
298,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190201,540300
299,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190301,631078
300,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190401,1779337
301,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190501,358248
302,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190601,177500
303,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190701,668874
304,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190801,434011
305,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190901,807412
306,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20191001,803082
307,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20191101,162348
308,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20191201,242440
309,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200101,211052
310,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200201,669957
311,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200301,782518
312,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200401,2397957
313,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200501,385641
314,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200601,261855
315,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180401,175531
316,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180501,10703
317,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180601,38531
318,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180701,72781
319,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180801,181953
320,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180901,128437
321,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20181001,96328
322,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20181101,53515
323,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20181201,32109
324,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190101,8562
325,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190201,145562
326,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190301,275216
327,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190401,217653
328,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190501,13271
329,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190601,47777
330,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190701,90246
331,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190801,225616
332,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190901,159258
333,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20191001,119444
334,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20191101,66357
335,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20191201,39814
336,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200101,10617
337,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200201,180493
338,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200301,341260
339,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200401,452396
340,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200501,56924
341,FPA1/022,INC,USCU_L01,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200601,80892
342,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180401,65569
343,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180501,23928
344,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180601,18645
345,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180701,39776
346,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180801,72405
347,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180901,95712
348,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20181001,76756
349,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20181101,38844
350,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20181201,27035
351,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190101,33250
352,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190201,115911
353,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190301,61839
354,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190401,81303
355,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190501,29670
356,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190601,23119
357,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190701,49321
358,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190801,89780
359,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190901,118680
360,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20191001,95175
361,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20191101,48165
362,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20191201,33523
363,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200101,41229
364,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200201,143726
365,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200301,76679
366,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200401,155940
367,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200501,135600
368,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200601,39550
369,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180401,406851
370,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180501,41560
371,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180601,111556
372,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180701,45934
373,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180801,59059
374,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180901,166240
375,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20181001,562155
376,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20181101,61246
377,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20181201,43747
378,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190101,87495
379,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190201,76558
380,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190301,144635
381,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190401,504484
382,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190501,51533
383,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190601,138326
384,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190701,56957
385,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190801,73231
386,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190901,206133
387,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20191001,697056
388,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20191101,75943
389,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20191201,54245
390,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200101,108491
391,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200201,94929
392,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200301,179344
393,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200401,667312
394,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200501,83056
395,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200601,171840
396,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180401,119212
397,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180501,4257
398,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180601,4257
399,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180701,72379
400,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180801,114955
401,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180901,55348
402,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20181001,140500
403,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20181101,8515
404,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20181201,8515
405,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190101,4257
406,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190201,80894
407,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190301,102180
408,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190401,147820
409,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190501,5279
410,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190601,5279
411,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190701,89748
412,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190801,142541
413,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190901,68630
414,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20191001,174217
415,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20191101,10558
416,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20191201,10558
417,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200101,5279
418,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200201,100306
419,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200301,126701
420,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200401,174150
421,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200501,34830
422,FPA1/022,INC,USCU_L01,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200601,23220
423,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180401,149458
424,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180501,37306
425,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180601,29799
426,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180701,92131
427,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180801,236469
428,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180901,260917
429,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20181001,41734
430,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20181101,41426
431,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20181201,40463
432,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190101,54824
433,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190201,257029
434,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190301,162510
435,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190401,185324
436,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190501,46259
437,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190601,36950
438,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190701,114240
439,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190801,293215
440,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190901,323530
441,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20191001,51749
442,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20191101,51367
443,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20191201,50174
444,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200101,67981
445,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200201,318708
446,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200301,201508
447,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200401,398370
448,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200501,87570
449,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200601,105070
450,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180401,261957
451,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180501,145927
452,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180601,115765
453,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180701,163021
454,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180801,310533
455,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180901,365182
456,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20181001,186914
457,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20181101,69696
458,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20181201,44682
459,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190101,51876
460,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190201,663043
461,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190301,601861
462,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190401,324819
463,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190501,180946
464,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190601,143545
465,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190701,202142
466,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190801,385052
467,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190901,452815
468,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20191001,231768
469,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20191101,86422
470,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20191201,55405
471,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200101,64325
472,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200201,822155
473,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200301,746290
474,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200401,484320
475,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200501,269760
476,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200601,213960
477,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180401,178114
478,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180501,73392
479,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180601,56672
480,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180701,64944
481,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180801,90905
482,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180901,112553
483,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20181001,89761
484,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20181101,31416
485,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20181201,44440
486,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190101,27192
487,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190201,263827
488,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190301,97593
489,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190401,220856
490,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190501,91005
491,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190601,70272
492,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190701,80529
493,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190801,112719
494,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190901,139562
495,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20191001,111301
496,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20191101,38955
497,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20191201,55104
498,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200101,33717
499,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200201,327138
500,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200301,121012
501,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200401,332640
502,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200501,136800
503,FPA1/022,INC,USCU_L01,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200601,106080
504,FPA1/022,INC,USCU_L02,Z2,MZ-FG-C900,CR,US10_PCC3L,Actual,20180401,83006
